Subject,Included,Session,Item_ID,Item,Onset,Size,Value,Confidence,Match,Familiarity,Consumption_rate,RT1,RT2,Age,Years_in_UK,Grams,Energy,Fat,of_which_saturates,Carbohydrate,of_which_sugars,Fibre,Protein,Salt,Size1,Size2,Size3,Real_price,Assigned_price
1,0,2,55,55_tyrell_veg_crisps_1.png,183.6,       NaN,2.146667,4.55,NaN,NaN,NaN,4.9826,1.233,NaN,NaN,150,506,35.7,4.1,38.6,22.5,NA,4.7,1.4,18,31,7,£2.99 ,NaN
1,0,2,19,19_peanuts_1.png,187.7,       NaN,2.613333,4.3,NaN,NaN,NaN,3.1993,3.5329,NaN,NaN,90,614,51,8.1,5.6,5.1,8.5,30,1.3,11,16,2,£1.00 ,NaN
1,0,2,23,23_twix_1.png,191.9,       NaN,1.92,NaN,4.85,NaN,NaN,4.1494,1.8497,NaN,NaN,40,493,23.7,13.7,64.9,49.1,NA,4.4,0.41,12,5,1.5,£0.38 ,NaN
1,0,2,70,70_food_doctor_apple_walnut_bar_1.png,195.7,       NaN,0.5466667,NaN,3.7,NaN,NaN,4.1159,1.2664,NaN,NaN,35,367,14,0.9,37.3,20.7,29.1,8.4,0.01,14,3.5,1.5,£0.80 ,NaN
1,0,2,7,7_haribo_tangfastics_1.png,199.5,       NaN,0.44,4.85,NaN,NaN,NaN,2.9494,2.9496,NaN,NaN,160,346,<0.5,0.1,80,50,NA,6.6,0.03,14.5,18,2,£1.15 ,NaN
1,0,2,32,32_bakewell_slices_1.png,203.7,       NaN,1.106667,4.6,NaN,NaN,NaN,4.7159,2.983,NaN,NaN,210,413,17.6,7.9,59.2,36.1,1,4.1,0.45,23,10,3,£1.11 ,NaN
1,0,2,1,1_galaxy_bar_1.png,207.8,       NaN,1.12,NaN,4.15,NaN,NaN,3.7493,2.1997,NaN,NaN,42,546,32.4,19.6,56,55.4,NA,6.7,0.25,15,4,1,£0.38 ,NaN
1,0,2,38,38_gb_ginger_1.png,211.7,       NaN,2.106667,NaN,4.95,NaN,NaN,4.5326,1.9663,NaN,NaN,100,510,29.5,17.5,51.5,46.5,7,6.1,0.1,7,15,1,£2.00 ,NaN
1,0,2,57,57_crunch_1.png,215.8,       NaN,1.106667,5,NaN,NaN,NaN,3.766,3.0496,NaN,NaN,120,514,25.9,16.4,62,51.5,1.8,6.9,0.33,16.5,7,1,£1.00 ,NaN
1,0,2,62,62_mcvities_digestives_1.png,219.6,       NaN,2,NaN,4.6,NaN,NaN,3.0494,1.3826,NaN,NaN,500,481,21.3,10.1,62.9,16.6,3.6,7.2,1.3,29,7,7,£0.96 ,NaN
1,0,2,53,53_pombear_cheese_and_onion_1.png,223.7,       NaN,0,NaN,4.6,NaN,NaN,2.016,2.4663,NaN,NaN,15,521,28,2.6,63,1.9,2.4,3.9,1.7,12,16,3,£0.24 ,NaN
1,0,2,61,61_cadbury_fingers_1.png,227.6,       NaN,1.72,NaN,4.95,NaN,NaN,4.8659,1.4664,NaN,NaN,138,479,26.1,14.3,54.4,28.9,1.5,6.8,0.5,22,10,2.5,£1.55 ,NaN
1,0,2,63,63_mcvities_hobnob_1.png,231.6,       NaN,1.626667,NaN,2.1,NaN,NaN,1.3661,3.0496,NaN,NaN,300,470,20.3,8.9,61.4,25.5,6.1,7.3,0.83,18,6.5,6.5,£1.04 ,NaN
1,0,2,29,29_mms_plain_1.png,235.5,       NaN,1.28,NaN,5.65,NaN,NaN,2.6494,3.9829,NaN,NaN,165,511,25.3,10.3,59.2,53.8,NA,9.7,0.09,13,17,5,£1.00 ,NaN
1,0,2,4,4_smarties_1.png,239.7,       NaN,1.24,NaN,4.85,NaN,NaN,2.7827,1.6497,NaN,NaN,38,462,18.4,10.5,68.8,63.4,0.9,4.8,0.15,11,2.5,2.5,£0.38 ,NaN
1,0,2,44,44_caramel_rice_crisps_1.png,243.8,       NaN,1.386667,NaN,2.3,NaN,NaN,1.6995,3.8157,NaN,NaN,25,405,3,0.9,88,30,0.8,6,0.5,15,12,2,£0.41 ,NaN
1,0,2,46,46_toblerone_1.png,247.9,       NaN,0.56,NaN,3.7,NaN,NaN,4.9826,1.8497,NaN,NaN,150,535,29.5,18,60.5,59.5,2.2,5.6,0.15,28,4.5,4.5,£1.00 ,NaN
1,0,2,26,26_mms_peanut_1.png,251.8,       NaN,1.386667,NaN,2.25,NaN,NaN,2.7316,3.6996,NaN,NaN,165,480,19.3,12,70.2,67.7,NA,5.1,0.13,13,17,5,£1.00 ,NaN
1,0,2,51,51_maynards_winegums_1.png,255.8,       NaN,0.8933333,NaN,4.95,NaN,NaN,2.0327,1.4665,NaN,NaN,190,329,0.2,0.2,76,57,NA,4.8,0.03,14,18,3,£1.48 ,NaN
1,0,2,58,58_picnic_1.png,259.7,       NaN,1.12,4.15,NaN,NaN,NaN,4.9826,1.4663,NaN,NaN,48.4,471,22,9.8,60,44,2.2,7.7,0.55,17,4,2,£0.25 ,NaN
1,0,2,50,50_nestle_toffeecrisp_bar_1.png,263.9,       NaN,0.6533333,NaN,5.05,NaN,NaN,3.9326,2.4997,NaN,NaN,38,513,26.8,16.9,63.5,49.7,1.3,3.6,0.35,14,4,2,£0.38 ,NaN
1,0,2,56,56_lindt_cremebrulee_1.png,268.1,       NaN,1.933333,NaN,4.9,NaN,NaN,3.466,1.5997,NaN,NaN,150,585,40,25,50,46,,5.4,0.21,9,19,1,£2.50 ,NaN
1,0,2,27,27_snickers_1.png,272.1,       NaN,2.24,NaN,4.8,NaN,NaN,2.3327,2.1996,NaN,NaN,41.7,510,27.9,9.7,54.5,45.2,NA,9.4,0.44,13,3,2,£0.38 ,NaN
1,0,2,33,33_milkybar_1.png,275.9,       NaN,0.5466667,NaN,4.8,NaN,NaN,4.9817,2.2997,NaN,NaN,120,546,31.6,18.8,57.7,57.3,0,7.5,0.4,12,17,5,£1.50 ,NaN
1,0,2,28,28_hobnob_flapjack_1.png,280,       NaN,2.866667,4.9,NaN,NaN,NaN,4.1493,3.8322,NaN,NaN,34,443,17.8,8.9,61.9,34.7,4.9,6.2,0.52,12,3,1.5,£0.13 ,NaN
1,0,2,41,41_eat_natural_almond_apricot_1.png,284,       NaN,0.3733333,NaN,5.05,NaN,NaN,1.7827,1.633,NaN,NaN,50,226,12.6,8.8,24.8,7.7,2.2,2.9,0.01,16,4,2,£0.66 ,NaN
1,0,3,46,46_toblerone_2.png,9.2,0.2266667,       NaN,NaN,2.6,NaN,NaN,3.7285,2.383,NaN,NaN,150,535,29.5,18,60.5,59.5,2.2,5.6,0.15,28,4.5,4.5,£1.00 ,NaN
1,0,3,25,25_mars_2.png,13.2,0.07833333,       NaN,4.3,NaN,NaN,NaN,1.5161,1.7664,NaN,NaN,39.4,448,16.7,8.1,69.3,59.9,NA,4.4,0.42,13,3,2,£0.38 ,NaN
1,0,3,55,55_tyrell_veg_crisps_2.png,17.1,0.1866667,       NaN,NaN,2.15,NaN,NaN,4.5159,3.0496,NaN,NaN,150,506,35.7,4.1,38.6,22.5,NA,4.7,1.4,18,31,7,£2.99 ,NaN
1,0,3,64,64_walkers_cheese_and_onion_2.png,21,0.1416667,       NaN,1.3,NaN,NaN,NaN,4.8993,3.7663,NaN,NaN,25,520,30.6,2.5,52.6,2.6,4.4,6.3,1.22,13,16,2.5,£0.25 ,NaN
1,0,3,69,69_nestle_lion_2.png,25.1,0.1283333,       NaN,NaN,4.3,NaN,NaN,2.4993,1.533,NaN,NaN,42,483,22.2,11.9,64.6,44.8,1.5,5.4,0.45,15,3.5,2,£0.25 ,NaN
1,0,3,70,70_food_doctor_apple_walnut_bar_2.png,28.9,0.115,       NaN,NaN,2.4,NaN,NaN,3.6493,1.433,NaN,NaN,35,367,14,0.9,37.3,20.7,29.1,8.4,0.01,14,3.5,1.5,£0.80 ,NaN
1,0,3,65,65_walkers_ready_salted_2.png,32.9,0.3666667,       NaN,4.4,NaN,NaN,NaN,4.9826,2.4497,NaN,NaN,25,526,31.9,2.6,51.5,0.4,4.3,6.1,1.4,13,16,2.5,£0.25 ,NaN
1,0,3,30,30_cookies_2.png,36.7,0.08,       NaN,NaN,2.7,NaN,NaN,3.6993,2.7498,NaN,NaN,150,442,15,8.5,63,38,5.1,6.2,0.5,8.5,16,7,£2.29 ,NaN
1,0,3,66,66_frys_turkish_delight_2.png,40.9,0.2866667,       NaN,NaN,2.25,NaN,NaN,4.2816,2.3996,NaN,NaN,51,363,6.7,3.8,74,64,1.2,1.2,0.36,10,4.5,1.5,£0.33 ,NaN
1,0,3,43,43_marshmallows_2.png,45,0.16,       NaN,NaN,1.95,NaN,NaN,4.1493,2.2657,NaN,NaN,200,328,trace,trace,78.5,62.3,trace,3.4,0.05,17,22,3,£1.00 ,NaN
1,0,3,47,47_rocky_road_2.png,49.2,0.1366667,       NaN,NaN,3,NaN,NaN,4.6826,1.3164,NaN,NaN,165,470,20.3,12.1,65.2,49.7,2.1,5.6,0.3,17,14.5,6.5,£1.60 ,NaN
1,0,3,1,1_galaxy_bar_2.png,53,0.1383333,       NaN,NaN,2.7,NaN,NaN,2.7827,1.233,NaN,NaN,42,546,32.4,19.6,56,55.4,NA,6.7,0.25,15,4,1,£0.38 ,NaN
1,0,3,6,6_nestle_aero_mint_2.png,57.1,0.09166667,       NaN,4.1,NaN,NaN,NaN,4.5492,2.233,NaN,NaN,27,539,30.1,17.9,60.8,60,1.1,5.4,0.28,16,3,2,£0.38 ,NaN
1,0,3,68,68_cadbury_fudge_2.png,61.3,0.08166667,       NaN,2.55,NaN,NaN,NaN,2.266,2.2163,NaN,NaN,25.5,445,15,8.2,74.5,64.5,0.5,2.5,0.35,13,2,1,£0.21 ,NaN
1,0,3,40,40_food_doctor_roasted_beans_2.png,65.1,0.1533333,       NaN,2.5,NaN,NaN,NaN,3.2993,2.4496,NaN,NaN,200,437,20.2,4,21.3,3.8,18.2,33.4,0.58,10,18,5,£2.50 ,NaN
1,0,3,39,39_mentos_mint_2.png,69.2,0.07833333,       NaN,2.5,NaN,NaN,NaN,2.4494,2.733,NaN,NaN,38,390,1.9,1.9,93,69,NA,0,0.1,14,1.5,1.5,£0.30 ,NaN
1,0,3,2,2_starburst_original_2.png,73,0.08833333,       NaN,4.85,NaN,NaN,NaN,3.1661,1.6997,NaN,NaN,45,404,7.3,4.1,83.6,82.8,NA,0,0,16,2,2,£0.34 ,NaN
1,0,3,32,32_bakewell_slices_2.png,76.8,0.1566667,       NaN,2.5,NaN,NaN,NaN,3.6826,1.683,NaN,NaN,210,413,17.6,7.9,59.2,36.1,1,4.1,0.45,23,10,3,£1.11 ,NaN
1,0,3,10,10_doritos_chilli_2.png,80.8,0.1466667,       NaN,NaN,2.75,NaN,NaN,2.5995,1.2997,NaN,NaN,30,495,25.3,2,57.3,5.8,6.7,6.3,1.35,17,13,3,£0.25 ,NaN
1,0,3,22,22_kellogs_strawberry_bars_2.png,85,0.09,       NaN,5.2,NaN,NaN,NaN,2.166,3.2163,NaN,NaN,21.5,392,7.9,4.7,70,30,8.8,6.3,0.63,15,4,2,£0.30 ,NaN
1,0,3,35,35_gb_butterscotch_2.png,88.8,0.2033333,       NaN,4.4,NaN,NaN,NaN,3.266,2.833,NaN,NaN,100,555,34.5,20.5,50.5,47.5,2.7,8.8,0.25,7,15,1,£2.00 ,NaN
1,0,3,61,61_cadbury_fingers_2.png,92.9,0.215,       NaN,NaN,2.75,NaN,NaN,3.5993,2.1663,NaN,NaN,138,479,26.1,14.3,54.4,28.9,1.5,6.8,0.5,22,10,2.5,£1.55 ,NaN
1,0,3,3,3_nestle_rolo_2.png,96.7,0.07,       NaN,NaN,2.55,NaN,NaN,1.3161,2.4496,NaN,NaN,52,477,20.4,11.7,68.4,58.7,1.2,4.4,0.3,13,2,2,£0.38 ,NaN
1,0,3,13,13_lindt_vanilla_2.png,100.5,0.2233333,       NaN,NaN,2.55,NaN,NaN,3.6993,2.1331,NaN,NaN,100,571,36,22,57,57,NA,4.8,0,9,19,1,£1.99 ,NaN
1,0,3,19,19_peanuts_2.png,104.3,0.3,       NaN,NaN,1.85,NaN,NaN,3.366,2.1163,NaN,NaN,90,614,51,8.1,5.6,5.1,8.5,30,1.3,11,16,2,£1.00 ,NaN
1,0,3,11,11_walkers_baked_crisps_2.png,108.3,0.1816667,       NaN,5,NaN,NaN,NaN,3.7488,3.4996,NaN,NaN,25,417,8.3,0.9,76.2,5,4.8,6.2,1.14,13,15,2.5,£0.17 ,NaN
1,0,3,18,18_jacobs_mini_cheddars_2.png,112.5,0.12,       NaN,NaN,1.65,NaN,NaN,3.516,3.8828,NaN,NaN,25,512,29.2,11.6,50.1,5.1,2.5,10.6,2.5,11,11,2,£0.26 ,NaN
1,0,3,48,48_bg_dark_2.png,116.6,0.15,       NaN,4.4,NaN,NaN,NaN,2.8826,2.4663,NaN,NaN,100,630,53.5,32,22.5,13.5,11.5,9.4,0.13,7,15,1,£2.00 ,NaN
1,0,3,33,33_milkybar_2.png,120.6,0.2666667,       NaN,NaN,2.05,NaN,NaN,4.6993,1.5164,NaN,NaN,120,546,31.6,18.8,57.7,57.3,0,7.5,0.4,12,17,5,£1.50 ,NaN
1,0,3,67,67_nestle_aero_2.png,124.4,0.04833333,       NaN,5.7,NaN,NaN,NaN,1.6159,1.4158,NaN,NaN,27,539,30.8,17.6,57.8,56.2,2.2,6.5,0.21,16,3,2,£0.38 ,NaN
1,0,3,9,9_mega_monster_munch_2.png,128.6,0.09166667,       NaN,2.45,NaN,NaN,NaN,2.7993,3.733,NaN,NaN,22,492,25,2.1,59,3,1.5,7,1.7,15,13,4,£0.17 ,NaN
1,0,3,53,53_pombear_cheese_and_onion_2.png,132.4,0.215,       NaN,4.15,NaN,NaN,NaN,4.2659,2.7663,NaN,NaN,15,521,28,2.6,63,1.9,2.4,3.9,1.7,12,16,3,£0.24 ,NaN
1,0,3,63,63_mcvities_hobnob_2.png,136.2,0.1666667,       NaN,NaN,2.95,NaN,NaN,2.3826,2.183,NaN,NaN,300,470,20.3,8.9,61.4,25.5,6.1,7.3,0.83,18,6.5,6.5,£1.04 ,NaN
1,0,3,42,42_bassetts_licorice_allsorts_2.png,140.2,0.175,       NaN,3.25,NaN,NaN,NaN,2.016,2.6996,NaN,NaN,190,380,4.2,3.5,79,62,NA,5.6,0.1,13,18,3,£1.00 ,NaN
1,0,3,38,38_gb_ginger_2.png,144.1,0.1383333,       NaN,4.55,NaN,NaN,NaN,3.0487,1.783,NaN,NaN,100,510,29.5,17.5,51.5,46.5,7,6.1,0.1,7,15,1,£2.00 ,NaN
1,0,3,45,45_kitkat_2.png,147.9,0.3016667,       NaN,4.95,NaN,NaN,NaN,3.9493,3.1329,NaN,NaN,41.5,511,24.8,13.8,65.1,52.7,2,5.8,0.2,6,11.5,1,£0.31 ,NaN
1,0,3,50,50_nestle_toffeecrisp_bar_2.png,151.8,0.11,       NaN,3.25,NaN,NaN,NaN,1.1661,3.8993,NaN,NaN,38,513,26.8,16.9,63.5,49.7,1.3,3.6,0.35,14,4,2,£0.38 ,NaN
1,0,3,62,62_mcvities_digestives_2.png,155.9,0.1583333,       NaN,4.9,NaN,NaN,NaN,3.066,2.7163,NaN,NaN,500,481,21.3,10.1,62.9,16.6,3.6,7.2,1.3,29,7,7,£0.96 ,NaN
1,0,3,7,7_haribo_tangfastics_2.png,160.1,0.24,       NaN,4.35,NaN,NaN,NaN,4.8159,1.983,NaN,NaN,160,346,<0.5,0.1,80,50,NA,6.6,0.03,14.5,18,2,£1.15 ,NaN
1,0,3,29,29_mms_plain_2.png,164.2,0.22,       NaN,NaN,2.95,NaN,NaN,2.4827,2.0497,NaN,NaN,165,511,25.3,10.3,59.2,53.8,NA,9.7,0.09,13,17,5,£1.00 ,NaN
1,0,3,5,5_cadbury_wispa_2.png,168.2,0.05166667,       NaN,2,NaN,NaN,NaN,1.8827,2.083,NaN,NaN,30,550,34,21,52.5,52.5,1,7.3,0.23,13,3.5,2,£0.25 ,NaN
1,0,3,23,23_twix_2.png,172,0.07666667,       NaN,NaN,2.35,NaN,NaN,2.4493,2.9996,NaN,NaN,40,493,23.7,13.7,64.9,49.1,NA,4.4,0.41,12,5,1.5,£0.38 ,NaN
1,0,3,58,58_picnic_2.png,175.8,0.09833333,       NaN,4,NaN,NaN,NaN,1.2161,1.4665,NaN,NaN,48.4,471,22,9.8,60,44,2.2,7.7,0.55,17,4,2,£0.25 ,NaN
1,0,3,34,34_milkyway_2.png,179.8,0.06166667,       NaN,NaN,2.75,NaN,NaN,3.2993,2.2497,NaN,NaN,21.5,447,15.8,7.8,71.9,65.1,NA,3.9,0.52,10,3,1.5,£0.21 ,NaN
1,0,3,31,31_nuts_raisins_2.png,183.6,0.1933333,       NaN,2.85,NaN,NaN,NaN,3.5993,2.783,NaN,NaN,200,540,33.9,21,49.3,46.9,2.1,8.3,0.25,7,18,5,£3.80 ,NaN
1,0,3,15,15_hovis_crackers_2.png,187.7,0.2166667,       NaN,4.75,NaN,NaN,NaN,4.5659,1.4328,NaN,NaN,150,447,17.9,8.1,58.4,6.1,6.1,10.2,2.5,12,8,7,£1.49 ,NaN
1,0,3,51,51_maynards_winegums_2.png,191.9,0.2016667,       NaN,NaN,4.9,NaN,NaN,3.7326,2.7996,NaN,NaN,190,329,0.2,0.2,76,57,NA,4.8,0.03,14,18,3,£1.48 ,NaN
1,0,3,8,8_skittles_wildberry_2.png,195.9,0.225,       NaN,NaN,3.2,NaN,NaN,3.266,1.7997,NaN,NaN,174,404,4.2,2.3,91,90.2,NA,0,0.02,12,17,3,£0.97 ,NaN
1,0,3,27,27_snickers_2.png,200,0.135,       NaN,NaN,2.25,NaN,NaN,3.4993,1.3664,NaN,NaN,41.7,510,27.9,9.7,54.5,45.2,NA,9.4,0.44,13,3,2,£0.38 ,NaN
1,0,3,21,21_pistachios_2.png,203.8,0.19,       NaN,NaN,2.5,NaN,NaN,4.6159,2.7663,NaN,NaN,100,577,46,5.9,10,7.2,11.6,25,1.3,14,16,3,£2.40 ,NaN
1,0,3,52,52_walkers_french_fries_2.png,207.8,0.2283333,       NaN,2.35,NaN,NaN,NaN,3.616,2.4497,NaN,NaN,18,434,16,1.4,65,1.1,5,5,2.5,15,11,4,£0.18 ,NaN
1,0,3,56,56_lindt_cremebrulee_2.png,211.6,0.1233333,       NaN,5.2,NaN,NaN,NaN,4.9326,1.483,NaN,NaN,150,585,40,25,50,46,,5.4,0.21,9,19,1,£2.50 ,NaN
1,0,3,36,36_jelly_babies_berry_mix_2.png,215.8,0.195,       NaN,2.45,NaN,NaN,NaN,2.7327,3.9829,NaN,NaN,190,330,0,0,78.5,74,NA,3.5,0.03,20,13,2.5,£1.00 ,NaN
1,0,3,54,54_guylian_2.png,219.6,0.1383333,       NaN,2.45,NaN,NaN,NaN,3.7826,0.84971,NaN,NaN,42,550,34,16,52,51,NA,7.6,0.21,9.5,9.5,3,£1.00 ,NaN
1,0,3,26,26_mms_peanut_2.png,223.4,0.255,       NaN,2.9,NaN,NaN,NaN,2.9827,2.2497,NaN,NaN,165,480,19.3,12,70.2,67.7,NA,5.1,0.13,13,17,5,£1.00 ,NaN
1,0,3,60,60_kinder_chocolate_2.png,227.4,0.08833333,       NaN,NaN,2.9,NaN,NaN,3.0493,1.2493,NaN,NaN,100,566,35,22.6,53.5,53.3,NA,8.7,0.31,15,8,1,£1.00 ,NaN
1,0,3,41,41_eat_natural_almond_apricot_2.png,231.3,0.115,       NaN,NaN,2.4,NaN,NaN,3.2819,2.183,NaN,NaN,50,226,12.6,8.8,24.8,7.7,2.2,2.9,0.01,16,4,2,£0.66 ,NaN
1,0,3,59,59_sour_patch_kids_2.png,235.1,0.2433333,       NaN,NaN,3.9,NaN,NaN,4.7992,3.5829,NaN,NaN,160,326,0.1,<_0.1,77,63,NA,2.8,0.03,14,19,2,£1.00 ,NaN
1,0,3,16,16_raisins_2.png,239.3,0.165,       NaN,1.65,NaN,NaN,NaN,1.6327,2.083,NaN,NaN,42.5,293,0.4,0.1,69.3,69.3,2,2.1,0.2,5.5,7,2,£1.00 ,NaN
1,0,3,49,49_mccoys_salt_and_vinegar_crisps_2.png,243.4,0.3116667,       NaN,NaN,5.2,NaN,NaN,3.5826,3.1329,NaN,NaN,28.5,529,31,2.8,54,2.2,3.9,6.5,2,13,16,2.5,£0.28 ,NaN
1,0,3,20,20_sour_cream_and_chive_rice_crisps_2.png,247.6,0.2183333,       NaN,NaN,1.5,NaN,NaN,4.0993,2.3163,NaN,NaN,22,416,7.6,0.9,78.4,6.5,1.3,7.8,2.75,12,15,3,£0.41 ,NaN
1,0,3,24,24_wonderful_almonds_2.png,251.6,0.155,       NaN,NaN,4.35,NaN,NaN,4.4659,2.8664,NaN,NaN,115,616,52.1,4,10.3,4.9,NA,21.1,0.8,12,17,2,£2.29 ,NaN
1,0,3,14,14_bounty_2.png,255.4,0.07833333,       NaN,NaN,2.75,NaN,NaN,4.1493,1.883,NaN,NaN,28.5,487,25.7,21.2,58.9,48.2,NA,3.7,0.25,15,3,2,£0.21 ,NaN
1,0,3,37,37_dairy_milk_fruit_and_nut_2.png,259.4,0.25,       NaN,NaN,1.2,NaN,NaN,1.1151,2.2997,NaN,NaN,110,495,26,14.5,55.5,54.5,1.3,8.3,0.2,19,8,1,£1.50 ,NaN
1,0,3,44,44_caramel_rice_crisps_2.png,263.3,0.2016667,       NaN,NaN,2.55,NaN,NaN,3.566,1.6497,NaN,NaN,25,405,3,0.9,88,30,0.8,6,0.5,15,12,2,£0.41 ,NaN
1,0,3,4,4_smarties_2.png,267.3,0.08666667,       NaN,NaN,4.4,NaN,NaN,2.5493,2.7829,NaN,NaN,38,462,18.4,10.5,68.8,63.4,0.9,4.8,0.15,11,2.5,2.5,£0.38 ,NaN
1,0,3,28,28_hobnob_flapjack_2.png,271.5,0.2016667,       NaN,4.4,NaN,NaN,NaN,4.9826,1.383,NaN,NaN,34,443,17.8,8.9,61.9,34.7,4.9,6.2,0.52,12,3,1.5,£0.13 ,NaN
1,0,3,57,57_crunch_2.png,275.5,0.2266667,       NaN,NaN,2.9,NaN,NaN,3.4493,1.383,NaN,NaN,120,514,25.9,16.4,62,51.5,1.8,6.9,0.33,16.5,7,1,£1.00 ,NaN
1,0,3,12,12_sunbites_popcorn_2.png,279.6,0.31,       NaN,4.8,NaN,NaN,NaN,4.8993,3.9829,NaN,NaN,14,424,10.4,0.9,67.5,24.7,12.8,6.3,1.49,17,14,3,£0.20 ,NaN
1,0,3,17,17_fruit_pastilles_2.png,283.8,0.05166667,       NaN,5.5,NaN,NaN,NaN,2.6993,1.0831,NaN,NaN,52.5,352,0.1,0,82.6,55.9,0.1,4.1,0.3,13.5,1.5,1.5,£0.38 ,NaN
1,0,4,59,59_sour_patch_kids_2.png,9.2,       NaN,2.693333,NaN,1.35,NaN,NaN,3.8783,3.5163,NaN,NaN,160,326,0.1,<_0.1,77,63,NA,2.8,0.03,14,19,2,£1.00 ,NaN
1,0,4,32,32_bakewell_slices_2.png,13.3,       NaN,1.786667,NaN,2.55,NaN,NaN,4.7326,1.4331,NaN,NaN,210,413,17.6,7.9,59.2,36.1,1,4.1,0.45,23,10,3,£1.11 ,NaN
1,0,4,20,20_sour_cream_and_chive_rice_crisps_2.png,17.1,       NaN,1.506667,4.8,NaN,NaN,NaN,3.0494,3.9823,NaN,NaN,22,416,7.6,0.9,78.4,6.5,1.3,7.8,2.75,12,15,3,£0.41 ,NaN
1,0,4,52,52_walkers_french_fries_2.png,21.3,       NaN,2.2,4.2,NaN,NaN,NaN,2.7493,2.633,NaN,NaN,18,434,16,1.4,65,1.1,5,5,2.5,15,11,4,£0.18 ,NaN
1,0,4,18,18_jacobs_mini_cheddars_2.png,25.3,       NaN,2.133333,NaN,2.9,NaN,NaN,4.8659,1.5164,NaN,NaN,25,512,29.2,11.6,50.1,5.1,2.5,10.6,2.5,11,11,2,£0.26 ,NaN
1,0,4,60,60_kinder_chocolate_2.png,29.1,       NaN,0.4133333,5.65,NaN,NaN,NaN,3.966,2.4163,NaN,NaN,100,566,35,22.6,53.5,53.3,NA,8.7,0.31,15,8,1,£1.00 ,NaN
1,0,4,66,66_frys_turkish_delight_2.png,32.9,       NaN,0,6,NaN,NaN,NaN,1.8484,1.7497,NaN,NaN,51,363,6.7,3.8,74,64,1.2,1.2,0.36,10,4.5,1.5,£0.33 ,NaN
1,0,4,9,9_mega_monster_munch_2.png,36.7,       NaN,2.12,NaN,2.2,NaN,NaN,4.1493,1.7497,NaN,NaN,22,492,25,2.1,59,3,1.5,7,1.7,15,13,4,£0.17 ,NaN
1,0,4,65,65_walkers_ready_salted_2.png,40.5,       NaN,1.106667,NaN,2.45,NaN,NaN,4.3983,2.8996,NaN,NaN,25,526,31.9,2.6,51.5,0.4,4.3,6.1,1.4,13,16,2.5,£0.25 ,NaN
1,0,4,43,43_marshmallows_2.png,44.3,       NaN,1.32,NaN,5.55,NaN,NaN,3.916,3.9829,NaN,NaN,200,328,trace,trace,78.5,62.3,trace,3.4,0.05,17,22,3,£1.00 ,NaN
1,0,4,56,56_lindt_cremebrulee_2.png,48.5,       NaN,2.12,4,NaN,NaN,NaN,1.8328,2.783,NaN,NaN,150,585,40,25,50,46,,5.4,0.21,9,19,1,£2.50 ,NaN
1,0,4,69,69_nestle_lion_2.png,52.3,       NaN,1.586667,NaN,2.1,NaN,NaN,2.616,2.6329,NaN,NaN,42,483,22.2,11.9,64.6,44.8,1.5,5.4,0.45,15,3.5,2,£0.25 ,NaN
1,0,4,63,63_mcvities_hobnob_2.png,56.4,       NaN,1.893333,4.55,NaN,NaN,NaN,2.7828,1.683,NaN,NaN,300,470,20.3,8.9,61.4,25.5,6.1,7.3,0.83,18,6.5,6.5,£1.04 ,NaN
1,0,4,36,36_jelly_babies_berry_mix_2.png,60.6,       NaN,2.413333,4.25,NaN,NaN,NaN,2.7827,3.1163,NaN,NaN,190,330,0,0,78.5,74,NA,3.5,0.03,20,13,2.5,£1.00 ,NaN
1,0,4,10,10_doritos_chilli_2.png,64.4,       NaN,2.546667,4.95,NaN,NaN,NaN,0.94943,1.8664,NaN,NaN,30,495,25.3,2,57.3,5.8,6.7,6.3,1.35,17,13,3,£0.25 ,NaN
1,0,4,14,14_bounty_2.png,68.5,       NaN,0.2533333,NaN,2.2,NaN,NaN,1.9494,2.733,NaN,NaN,28.5,487,25.7,21.2,58.9,48.2,NA,3.7,0.25,15,3,2,£0.21 ,NaN
1,0,4,2,2_starburst_original_2.png,72.5,       NaN,1.6,NaN,2.3,NaN,NaN,2.5993,2.6997,NaN,NaN,45,404,7.3,4.1,83.6,82.8,NA,0,0,16,2,2,£0.34 ,NaN
1,0,4,54,54_guylian_2.png,76.3,       NaN,2.32,2,NaN,NaN,NaN,4.8826,2.0997,NaN,NaN,42,550,34,16,52,51,NA,7.6,0.21,9.5,9.5,3,£1.00 ,NaN
1,0,4,48,48_bg_dark_2.png,80.3,       NaN,2.026667,NaN,2.05,NaN,NaN,1.7661,2.4163,NaN,NaN,100,630,53.5,32,22.5,13.5,11.5,9.4,0.13,7,15,1,£2.00 ,NaN
1,0,4,67,67_nestle_aero_2.png,84.1,       NaN,1.16,4.35,NaN,NaN,NaN,2.7994,2.2497,NaN,NaN,27,539,30.8,17.6,57.8,56.2,2.2,6.5,0.21,16,3,2,£0.38 ,NaN
1,0,4,38,38_gb_ginger_2.png,88.3,       NaN,2.12,4.15,NaN,NaN,NaN,1.1496,1.5997,NaN,NaN,100,510,29.5,17.5,51.5,46.5,7,6.1,0.1,7,15,1,£2.00 ,NaN
